Company,Country,Pavilion,Website,Activity (1 line),Products,Product categories (filters),Services,Service categories (filters),Target customers,Technologies,Technology categories (filters),Why target,Score,Source
Splast Sp. z.o.o.,Poland,,https://przetworstwo-tworzyw.splast.com.pl/,"Manufactures injection-moulded plastic parts and designs moulds for the automotive, electronics and industrial sectors.",Injection-moulded plastic parts · Plastic injection moulds,Autre — à qualifier,Mould design · Engineering & consulting,Sous-traitance industrielle · Ingénierie & conseil,"Defence manufacturers, Civil security",Plastic injection moulding,Autre — à qualifier,Plastics subcontractor with 4 plants and 700 employees — potential supplier of complex injection-moulded parts and moulds for defence and security equipment.,80,manual
EID,Portugal,,http://www.eid.pt/,Provides engineering consulting and designs technical solutions for defense and security.,,Systèmes C2 & C4ISR,Certification / testing,Certification & tests,MoD / Armed Forces,5G / wireless · Cryptography · RF / microwave · GNSS / GPS · Lidar / Laser,5G / réseaux radio mobiles · Cryptographie · Communications RF / micro-ondes · GNSS / navigation satellite · Lidar / Laser,Potential certification/testing service provider for MoD / armed forces — partner for related public procurement and industrial markets.,80,high
DIGITAL BIT SRL,Romania,,https://www.digitalbit.ro/,Manufactures modular AGIL RCWS remote weapon systems for armored vehicles and naval platforms.,AGIL RCWS remote weapon systems · Modular RCWS combat stations,"Mâts, signalisation & balisage",Systems integration · Engineering & consulting · Technical support,Intégration de systèmes · Ingénierie & conseil,"MoD / Armed Forces, Defense prime contractors, Defense industrials",Automatic & remote control · Fire control systems,Autre — à qualifier,Specialized RCWS manufacturer — potential partner for system integrators and prime contractors seeking platform-agnostic modular weapon stations.,80,manual
GREEN POWER TURBINE SYSTEMS,Serbia,,http://www.gpts.rs/,"Designs and manufactures gas microturbines for drones, onboard power generation, and military applications.",gas microturbines for drones · onboard turbo generator sets,Groupes électrogènes & énergie tactique,platform integration,Intégration de systèmes,"MoD / Armed Forces, Defense industrials, Export / international",microturbines · aeronautical engines,Autre — à qualifier,Serbian niche player in microturbines — partner for HALE drones and loitering munitions seeking alternative propulsion.,80,manual
ST ENGINEERING,Singapore,,http://www.stengg.com/,Provides engineering consultancy and designs technical solutions for defence and security.,,Connectique & câblage durcis,MCO / MRO · Cloud / data services · Certification / testing · Engineering / consultancy,MCO / MRO · Services cloud & data · Certification & tests · Ingénierie & conseil,"Civil security, Defence primes, MoD / Armed Forces, Export / international",AI / vision · Cloud · 5G / wireless · RF / microwave · Composite materials,IA / machine learning · Cloud & cloud souverain · 5G / réseaux radio mobiles · Communications RF / micro-ondes · Matériaux composites,Potential MCO / MRO service provider for civil security — partner for associated public procurement and industrial markets.,80,high
"SEC TECHNOLOGIES, S.R.O.",Slovakia,,http://www.sec-technologies.com/,Designs and manufactures active stand-off CBRN detectors (Falcon 4G) for long-range detection of chemical agents.,Falcon 4G CBRN detector · Active long-range detectors,"NRBC (masques, tenues, détecteurs)",Site / vehicle integration · Detector MRO,Intégration de systèmes · MCO / MRO,"MoD / Armed forces, Civil security, Export / international",CBRN detection,Filtration NRBC,Slovak niche player in long-range CBRN detection — addressing a niche requirement for European armed forces and counter-terrorism programmes.,80,manual
Beyond Electric d.o.o.,Slovenia,,https://www.beyondmotors.io/,"Manufactures high-density axial flux electric motors (AXM series) for aeronautical, marine, and military vehicle applications.",Axial flux electric motors (AXM),Autre — à qualifier,Propulsion system integration,Intégration de systèmes,"Defense prime contractors, Defense manufacturers",Electric propulsion · High power density motors,Autre — à qualifier,Innovative electric motor manufacturer targeting the modernization of electrified military propulsion systems — prospect for integrators and tactical vehicle manufacturers.,80,manual
Guardiaris,Slovenia,,http://www.guardiaris.com/,Designs custom training and simulation solutions for defense.,,Logiciels de simulation & cyber range · Drones aériens (UAV) · Véhicules blindés · Armes légères & accessoires,systems integration,Intégration de systèmes,"MoD / Armed Forces, Export / international",cloud · simulation · 5G / wireless,Cloud & cloud souverain · Navigation inertielle · Simulation & VR/AR · 5G / réseaux radio mobiles,Potential systems integration provider for MoD / armed forces — partner for public procurement and associated industrial markets.,80,medium
ARAGON PHOTONICS LABS,Spain,,https://www.aragonphotonics.com/,Designs and manufactures DAS (Distributed Acoustic Sensing) interrogators using phase-OTDR technology.,DAS (Distributed Acoustic Sensing) interrogators · Distributed acoustic sensing systems,Autre — à qualifier,,,"Defense industrials, Civil security",Photonics · OTDR (Optical Time-Domain Reflectometry) · Distributed sensors,Photonique & fibres optiques,"Supplier of specialized photonic solutions for acoustic remote sensing, applicable to ISR surveillance and asymmetric threat detection requirements.",80,manual
GTD DEFENSE & SECURITY SOLUTIONS SLU,Spain,,https://www.gtd.eu/defense-security,Provides engineering consultancy and designs technical solutions for defense and security.,,Systèmes C2 & C4ISR,certification / testing · distribution / representation · systems integration,Certification & tests · Distribution & représentation · Intégration de systèmes,"MoD / Armed Forces, Civil security, Defense primes, Export / international",edge computing · robotics / autonomy,Edge computing & GPU embarqué · Robotique & autonomie,Distribution channel in the MoD / armed forces market — partner for representing foreign brands and accessing the local industrial base.,80,medium
JP INDUSTRIAS MECÁNICAS,Spain,,https://www.jpim.es/,"Provides industrial mechanical subcontracting (machining, metal fabrication) for Spanish defence and aerospace.",Precision machined parts · Welded mechanical assemblies,Pièces mécaniques & usinage,CNC machining · Metal fabrication · OEM supply,Sous-traitance industrielle,"Defence industrials, Defence primes",Precision mechanics · Weld fabrication,Autre — à qualifier,"Iberian mechanical subcontractor — potential supplier for Indra, GDELS, Navantia.",80,manual
MÉCANICAS DE PRESICIÓN TEJEDOR (MTP),Spain,,https://www.mptejedor.com/,"Manufactures precision CNC-machined parts for defence, certified AQAP 2120.",precision machined parts · mechanical assemblies,Pièces mécaniques & usinage,CNC machining · quality control & testing · industrial subcontracting,Sous-traitance industrielle · Certification & tests,"Defence primes, MoD / Armed Forces, Defence industrials",precision CNC machining · liquid penetrant inspection · certified welding,Autre — à qualifier,Spanish mechanical subcontractor certified AQAP 2120 and ISO 9001 — potential supplier for short-run machined parts and assemblies for the defence industry.,80,manual
Mecanus Innovación,Spain,,https://www.linkedin.com/company/mecanus-innovacion,"Provides precision mechanical subcontracting (machining, sheet metal work) for Spanish defence and aeronautics.",precision machined parts · sheet metal assemblies,Pièces mécaniques & usinage · Plateformes IA / vision défense,CNC machining · sheet metal work · application engineering,Ingénierie & conseil,"Defence industrials, Defence primes",precision mechanics,Autre — à qualifier,"Iberian mechanical subcontractor — potential supplier for Indra, GDELS, Navantia and Airbus DS Spain.",80,manual
NOVAEXTERNA 3D S.L. (NOVAINDEF),Spain,,https://www.novaindef.com/,"Manufactures and repairs critical naval components (propulsion, combat systems) under EN9100 for navies and military shipyards.","Critical naval components (propulsion, hydraulic systems) · Machined parts and complete assemblies",Pièces mécaniques & usinage,Naval component repair and overhaul · Naval MCO / MRO · Advanced engineering and manufacturing,MCO / MRO · Ingénierie & conseil · Sous-traitance industrielle,"MoD / Armed Forces, Defence industrials",Advanced CNC machining · Dual-use manufacturing,Autre — à qualifier,Spanish EN9100 naval subcontractor — potential supplier for critical component repair/overhaul in partnership with European defence primes.,80,manual
SEERSTEMS ROBÓTICA Y SISTEMAS,Spain,,https://seerstems.net/,Designs and manufactures UGVs and tactical robotic systems for the Spanish armed forces and export markets.,Seerstems tactical UGVs · Custom robotic modules,Robots terrestres (UGV / EOD),Training · Operational support,Formation & entraînement · Support opérationnel & OPEX,"MoD / Armed Forces, Civil security, Export / international",Ground robotics,Robotique & autonomie,Spanish UGV niche — partner for integrators seeking low-cost robotic platforms.,80,manual
SOC-E,Spain,,http://www.soc-e.com/,Designs and manufactures networked communication solutions for critical aeronautical and defense sectors.,Advanced networking solutions · Real-time communication systems,Autre — à qualifier,Systems integration · Engineering & consulting,Intégration de systèmes · Ingénierie & conseil,"MoD / Armed Forces, Defense Prime Contractors, Defense Industrials",Critical networks · Real-time communications,Autre — à qualifier,Communication solutions provider specialized in aeronautics and defense — natural target for systems integration and critical subcontracting.,80,manual
Bluewater Sweden AB,Sweden,,http://bluewatergroup.com/,"Designs and manufactures portable water purification stations (up to 20,000 L/day) for Scandinavian armed forces and humanitarian aid.",Emergency Station water purification unit · deployable water purification modules,Stations de purification d'eau & infra,end-user training · station MRO,Formation & entraînement · MCO / MRO,"MoD / Armed Forces, Civil security, Export / international",tactical water purification,Autre — à qualifier,Scandinavian supplier of military water purification — partner for armed forces deployed in overseas theatres.,80,manual
Ovzon,Sweden,,https://www.ovzon.com/,Designs and operates satellite systems for defense and governmental communications.,,Satellites & CubeSats,certification / testing · engineering / consulting · distribution / representation,Certification & tests · Ingénierie & conseil · Distribution & représentation,"MoD / Armed forces, Civil security, Export / international",robotics / autonomy,Robotique & autonomie,Distribution channel in the MoD / armed forces market — partner for representing foreign brands and accessing the local industrial base.,80,medium
Scaleout,Sweden,,http://www.scaleoutsystems.com/,Designs a distributed AI platform for decentralized machine learning while preserving data security.,Scaleout Edge,Cybersécurité (logiciels & appliances),Systems integration · Engineering & consulting,Ingénierie & conseil,"MoD / Armed Forces, Defense primes, Defense industrials",AI / machine learning · Cybersecurity,IA / machine learning · Cybersécurité,"Publisher of a sovereign edge AI platform specialized in federated learning for drones, vehicles, and autonomous systems — native defense/security use case.",80,manual
SSAB / Armox protection plate,Sweden,,http://www.ssab.com/en/brands-and-products/armox,Manufactures ballistic and projectile-resistant armour steels for vehicles and defence structures.,Armox protection steel (ballistic armour steel) · Ramor protection steel,Aciers & métallurgie spéciale,,,"MoD / Armed Forces, Defence primes, Defence industrials",Special metallurgy · High-performance steels,"Métallurgie spéciale (alliages, blindages)",Supplier of critical raw materials for vehicle armour and defence equipment — guaranteed access to EN/NATO specifications.,80,manual
Svekon,Sweden,,http://svekon.se/,Provides engineering consultancy and designs technical solutions for defense and security.,,Pièces mécaniques & usinage,certification / testing,Certification & tests,"MoD / Armed Forces, Civil security",simulation,Navigation inertielle · Simulation & VR/AR,Potential certification / testing service provider for MoD / armed forces — partner for associated public procurement and industrial markets.,80,high
SYSTECON GROUP AB,Sweden,,http://www.systecongroup.com/gl,Publishes lifecycle analysis and cost optimisation software for defence systems.,Opus Suite · Opus Suite+,Autre — à qualifier,Lifecycle management consultancy · Modelling and simulation,Ingénierie & conseil · Intégration de systèmes,"MoD / Armed Forces, Defence primes, Defence industrials",Modelling & simulation · Cost-benefit analysis,Navigation inertielle · Simulation & VR/AR,Defence-specialist software publisher — direct access to acquisition and sustainment decision-makers in NATO armed forces.,80,manual
Viking Lighting - INGENJÖRSFIRMA TEKNOPROD AKTIEBOLAG,Sweden,,http://www.vikinglighting.com/,"Manufactures tactical LED floodlights (VIKING Lighting, 3,000–35,000 lm) for military tents, NATO defense forces, and civil protection.",VIKING Lighting tactical LED floodlights,Autre — à qualifier,Distribution,Distribution & représentation,"MoD / Armed Forces, Civil Security",High-power professional LED,Autre — à qualifier,"Direct supplier to NATO armies and Swedish forces — potential customer for field equipment (tents, medical posts, temporary shelters).",80,manual
W5 Solutions,Sweden,,http://w5solutions.com/,Provides technical solutions and services for defense and security.,,Véhicules tactiques (non blindés),MCO / MRO · systems integration,MCO / MRO · Intégration de systèmes,Civil security,simulation,Navigation inertielle · Simulation & VR/AR,Potential MCO / MRO service provider for civil security — partner for related public procurement and industrial markets.,80,medium
SWISS P DEFENCE,Switzerland,,http://www.swisspdefence.com/,"Manufactures small-calibre precision ammunition (SWISS P) for snipers, special forces, and law enforcement.",SWISS P ammunition (precision rifles) · Customised integrated solutions,Armes légères & accessoires,Industrial subcontracting · Custom manufacturing,Sous-traitance industrielle,"MoD / Armed Forces, Civil security, Defence primes",Precision ballistics,Autre — à qualifier,European leader in small-calibre ammunition for armed forces and law enforcement — qualified supplier with international operational references.,80,manual
DURABOOK,Taiwan,,http://www.durabook.com/,Designs and manufactures ruggedized computers and tablets for defense and security.,,Cybersécurité (logiciels & appliances),certification / testing · distribution / representation,Certification & tests · Distribution & représentation,"Civil security, Export / international",GNSS / GPS · simulation · edge computing · 5G / wireless · RF / microwave,GNSS / navigation satellite · Navigation inertielle · Simulation & VR/AR · Edge computing & GPU embarqué · 5G / réseaux radio mobiles · Communications RF / micro-ondes,Distribution channel in the civil security market — partner for representing foreign brands and accessing the local industrial network.,80,high
TRON FUTURE TECH INC,Taiwan,,http://www.tronfuture.com/,Designs and operates satellite systems for defense and government communications.,,Systèmes anti-drone (C-UAS) · Systèmes C2 & C4ISR · Satellites & CubeSats · Radars & traitement signal · Pièces mécaniques & usinage,systems integration,Intégration de systèmes,"Civil security, MoD / Armed forces, Export / international",robotics / autonomy · AI / vision · cloud · 5G / wireless · RF / microwave,Robotique & autonomie · IA / machine learning · Cloud & cloud souverain · 5G / réseaux radio mobiles · Communications RF / micro-ondes,Potential systems integration provider for civil security — partner for public procurement and associated industrial markets.,80,high
BARTEZ GLASS,Turkey,,https://www.bartez.com.tr/,Manufactures multi-layer armoured and ballistic glazing for armoured vehicle windows and security cabins.,Multi-layer armoured glass · Ballistic glass certified NIJ 0108.01,Vitrages blindés · Matériaux composites & blindage,Custom solutions for armoured glazing · Ballistic testing and development,Certification & tests,"MoD / Armed Forces, Defence primes, Defence industrials",Multi-layer laminated glass · Anti-scratch coatings,Autre — à qualifier,Turkish supplier of critical armoured glazing for tactical vehicles — direct access to armament projects and regional fleet modernisation programmes.,80,manual
ÇUKUROVA MAKINA IMALAT VE TICARET A.S,Turkey,,http://www.cumitas.com/,Subcontracts precision mechanics and structural metalwork for Turkish defense and export.,precision machined parts · welded mechanical assemblies,Pièces mécaniques & usinage,CNC machining · structural metalwork / boilermaking · OEM supply,Sous-traitance industrielle,"Defense industrials, Export / international",CNC machining · weld-fabricated assemblies,Autre — à qualifier,"Turkish subcontractor with competitive pricing — potential supplier for Turkish vehicle prime contractors (Bayraktar, BMC, Otokar).",80,manual
Ege Fren Sanayi A.Ş.,Turkey,,https://www.egefren.com.tr/,Designs and manufactures braking systems for industrial and military vehicles (Bayraktar Group).,Disc braking systems · Military brake drums,Mécanique de transmission,OEM supply,Sous-traitance industrielle,"Defense industrials, Export / international",Drivetrain mechanics,Autre — à qualifier,Bayraktar brake subsidiary — captive supplier for Turkish vehicles and regional exports.,80,manual
HIDROFIL,Turkey,,https://www.hidrofil.com.tr/,Designs and manufactures hydraulic accumulators (Hydrospring®) and damping systems for armored and military vehicles.,"Hydrospring® hydraulic accumulators (HS-200, HS-300, HS-530) · Hydraulic damping systems",Hydraulique & motion control,Hydraulic engineering · Fluid system design for military vehicles,Ingénierie & conseil,"MoD / Armed Forces, Defense primes, Defense industrials",Hydraulics · Advanced mechanical systems,Hydraulique haute performance,Turkish SME specialized in critical hydraulic sub-systems for armored vehicles — potential integration partner for European OEM equipment manufacturers.,80,manual
MIILUX OY,Turkey,,https://www.miilux.com.tr/en/homepage,Manufactures ballistic steel plates (Miilux Protection® 280T–600T) and wear-resistant plates for armored vehicle manufacturers and mine-resistant vehicle builders.,"Miilux Protection® ballistic steels (280T, 440T, 500T, 600T) · Miilux wear-resistant plates (400, 450, 500)",Aciers & métallurgie spéciale,High-strength steel R&D · Heat treatment,R&D sur contrat,"Defense primes, Defense manufacturers",Metallurgy & heat treatment,Imagerie infrarouge,Turkish supplier of critical ballistic steels — potential partner for European armored vehicle OEMs seeking supply chain diversification.,80,manual
ZYRONE DYNAMICS,Turkey,,https://www.zyrone.com/,"Manufactures scalable and customisable UAV platforms for the defence, industrial, and commercial sectors.",Scalable UAV platforms,Autre — à qualifier,Engineering & design · System customisation,Ingénierie & conseil,"MoD / Armed Forces, Defence industrials",UAV/Drones · Scalable systems,Autre — à qualifier,Turkish drone manufacturer for defence applications — relevant prospect for OEM partnerships or integration of electro-optical/sensor sub-systems.,80,manual
"APPLIED RESEARCH ASSOCIATES, INC.",USA,,http://ara.com/,Provides technical solutions and services for defense and security.,,Plateformes IA / vision défense · Logiciels de simulation & cyber range,engineering / consulting · subcontracting · certification / testing · operational support · training,Ingénierie & conseil · Sous-traitance industrielle · Certification & tests · Support opérationnel & OPEX · Formation & entraînement,"MoD / Armed Forces, Defense primes, Civil security",cloud · robotics / autonomy · simulation · cybersecurity,Cloud & cloud souverain · Robotique & autonomie · Navigation inertielle · Simulation & VR/AR · Cybersécurité,"Eligible subcontractor for defense primes (mechanical, components, engineering) — potential supplier for short-run EN9100/AQAP-certified parts.",80,high
Astronics,USA,,https://www.astronics.com/,Provides solutions and technical services for defense and security.,,Plateformes IA / vision défense,engineering / consulting · training · certification / testing · systems integration,Ingénierie & conseil · Formation & entraînement · Certification & tests · Intégration de systèmes,"Defense primes, Civil security, Export / international",RF / microwave · composite materials · simulation · 5G / wireless · GNSS / GPS,Communications RF / micro-ondes · Matériaux composites · Navigation inertielle · Simulation & VR/AR · 5G / réseaux radio mobiles · GNSS / navigation satellite,Potential engineering/consulting provider for defense primes — partner for related public procurement and industrial markets.,80,high
Marathon Targets,USA,,https://www.marathon-targets.com/,"Designs and manufactures armed autonomous robots for live-fire training (AI anthropomorphic targets), used by the US Marine Corps, US Army, Bundeswehr, and allied forces.",Autonomous target robots for live-fire training · Tactical environment management systems,"Mâts, signalisation & balisage",Operation and deployment of training systems,Formation & entraînement,MoD / Armed Forces,AI / robotic autonomy · Precision navigation and collision avoidance,IA / machine learning,Unique provider of realistic live-fire training solutions — direct access to ministries and major defense industrials for partnerships or system integrations.,80,manual
Mistral Group,USA,,http://www.mistralinc.com/,"Designs [solutions through] experience, business development, and close working relationships with end-users, system integrators, and tec…",,"Cybersécurité (logiciels & appliances) · Systèmes anti-drone (C-UAS) · Drones aériens (UAV) · Systèmes C2 & C4ISR · Conteneurs, malles, shelters",subcontracting · certification / testing,Sous-traitance industrielle · Certification & tests,"MoD / Armed Forces, Civil security",robotics / autonomy · simulation,Robotique & autonomie · Navigation inertielle · Simulation & VR/AR,Potential subcontracting provider for MoD / armed forces — partner for public procurement and associated industrial markets.,80,high
MTN Satellite,USA,,http://www.mtnsat.com/,Provides mission-critical communications solutions for governments and first responders.,,Satellites & CubeSats · Réseaux militaires (5G/P-LTE/MANET) · Plateformes IA / vision défense,Systems integration,Intégration de systèmes,"Civil security, Export / international",5G / wireless · Cybersecurity · RF / microwave,5G / réseaux radio mobiles · Cybersécurité · Communications RF / micro-ondes,Potential systems integration provider for civil security — partner for related public procurement and industrial markets.,80,medium
Onebrief,USA,,https://onebrief.com/,"Publishes Onebrief, an AI-powered software collaboration and workflow platform for military headquarters (decision-making, planning, operational execution).",Onebrief (software platform),Cybersécurité (logiciels & appliances),Systems integration · Training & instruction,Intégration de systèmes · Formation & entraînement,"MoD / Armed Forces, Defence primes",AI / machine learning · Real-time collaboration,IA / machine learning,American SaaS publisher recognized by allied headquarters — direct access to NATO procurements and European defence integrators.,80,manual
"oneNav, Inc.",USA,,https://www.onenav.ai/,Designs and manufactures hardened RF antennas for defence and tactical communications.,hardened RF antennas · military phased-array antennas,Antennes & infrastructures RF · Terminaux & antennes spatiales,cloud / data services · systems integration,Services cloud & data · Intégration de systèmes,"Defence primes, MoD / Armed Forces, Export / international, Civil security",hardened antennas,Autre — à qualifier,Tier-1 hardened antenna supplier — partner for vehicle and naval primes.,80,high
Oransi,USA,,https://oransi.tech/,"Manufactures patented slotless electric motors for commercial drones, data center pumps, and robotics.",Slotless electric motors,Autre — à qualifier,Vertically integrated manufacturing · Assembly and testing,Sous-traitance industrielle · Certification & tests,"Defense industrials, Defense primes",Proprietary electric motors,Autre — à qualifier,American motor manufacturer with patented technology adaptable to civil/military aeronautical applications — high-performance motor access vector for French primes.,80,manual
OTTO,USA,,http://www.ottoexcellence.com/,"Designs innovative spatial audio push-to-talk hubs, tactical ear-pro, battle tested navigation systems, speaker mics…",OT cybersecurity platform · ICS / SCADA audit tools,Cybersécurité (logiciels & appliances) · Avionique & instruments embarqués · Satellites & CubeSats · Réseaux militaires (5G/P-LTE/MANET),certification / testing,Certification & tests,"Civil security, MoD / Armed forces, Defense industrials, Defense primes",OT / ICS cybersecurity,Cybersécurité OT / ICS,Industrial cybersecurity niche — partner for the protection of critical infrastructure and military bases.,80,high
Rocket Chat,USA,,https://www.rocket.chat/,"Publishes Rocket.Chat, a secure communications platform (messaging, voice, video, AI) certified DoD IL6 for classified networks (NIPRNet, SIPRNet).",Rocket.Chat (CommsOS platform),Cybersécurité (logiciels & appliances),On-premise and air-gapped deployment · Communication systems integration,Intégration de systèmes,"MoD / Armed Forces, Defense primes",AI / machine learning · Cybersecurity · Zero-trust encryption,IA / machine learning · Cybersécurité,Publisher of a critical platform for US/NATO classified communications — strategic partner for info-com systems integration in headquarters and ministries.,80,manual
SHIFTERS AI INC.,USA,,http://www.shifters-ai.com/,Designs and manufactures semi-autonomous UGV platforms for operations in contested environments.,UGV Shifters AI · semi-autonomous robotic platforms,Robots terrestres (UGV / EOD),training · operational support,Formation & entraînement · Support opérationnel & OPEX,"MoD / Armed Forces, Civil security, Export / international",robotics / autonomy · AI / vision,Robotique & autonomie · IA / machine learning,"US UGV start-up — partner for integrators seeking robotic platforms for contested environments (logistics, demining).",80,manual
Sightline Intelligence,USA,,http://sightlineintelligence.com/,Provides field-proven video processing at the edge for defense missions.,,Véhicules tactiques (non blindés),Systems integration,Intégration de systèmes,Civil security,AI / vision · Cloud · RF / microwave · Robotics / autonomy · Edge computing,IA / machine learning · Cloud & cloud souverain · Communications RF / micro-ondes · Robotique & autonomie · Edge computing & GPU embarqué,Potential systems integration provider for civil security — partner for associated public procurement and industrial markets.,80,high
Solstice,USA,,https://www.solstice.com/us/en,Provides digital transformation and AI consulting services for defense and the US public sector.,,Plateformes IA / vision défense,Digital transformation consulting · Defense software development · AI integration,Ingénierie & conseil · Formation & entraînement · Intégration de systèmes,"MoD / Armed Forces, Defense industrials",AI / data · Cloud,IA / machine learning · Cloud & cloud souverain,US technology consulting firm — partner for the digital transformation of defense programs.,80,manual
Veptos,USA,,http://www.veptos.com/,"Modernizes, upgrades, and refurbishes tracked and wheeled military vehicles for allied forces.",Modernized M2A2 Bradley vehicles · Tactimod® upgrade kits,Autre — à qualifier,Military vehicle refurbishment · Fleet reset & modernization · FMS program support · Armored fleet life extension,MCO / MRO · Modernisation de flottes · Intégration de systèmes,"MoD / Armed forces, Export / international, Defense primes",Tracked armored vehicle modernization · Vehicle subsystem integration · Upgrade engineering,"Métallurgie spéciale (alliages, blindages) · Matériaux balistiques (UHMWPE, céramiques)","Partner / competitor in armored vehicle modernization (Bradley, tracked and wheeled fleets) for FMS programs and allied armies.",80,manual
Motor-G,Ukraine,,https://motor-g.com/en/,"Manufactures electric motors for aerial drones (multirotors, tactical aircraft) in Ukraine.",Electric motors for drones,Autre — à qualifier,Direct online sales,Distribution & représentation,"Defense primes, Defense industrials, Export / international",Electric propulsion,Autre — à qualifier,Ukrainian manufacturer of actuators for unmanned aerial systems — potential motor supplier for European drone integrators and NATO allies.,80,manual
SKYETON,Ukraine,,https://skyeton.com/,"Manufactures Raybird, a long-endurance tactical drone (28 hours, 2,500 km range) for deep reconnaissance and fire support of Ukrainian armed forces.",Raybird UAS,Drones aériens (UAV),Training · 24/7 support · Drone leasing,Formation & entraînement,MoD / Armed Forces,Aerial drones (UAV) · Long-range data links,IA / machine learning,Ukrainian manufacturer of military tactical drone systems — potential partner or supplier for ISR and fire support requirements of allied ground forces.,80,manual
AAE - Advanced Armour Engineering,United Arab Emirates,,http://www.armoureng.com/,Provides contract engineering and manufacturing services for defense and security.,,Matériaux composites & blindage · Pièces mécaniques & usinage · Logiciels de simulation & cyber range,subcontracting · certification / testing · distribution / representation,Sous-traitance industrielle · Certification & tests · Distribution & représentation,"Defense primes, Civil security",Lidar / Laser · simulation,Lidar / Laser · Navigation inertielle · Simulation & VR/AR,Potential subcontracting service provider for defense primes — partner for associated public and industrial markets.,80,high
ATDI,United-Kingdom,,https://www.atdi.com/,Provides engineering consulting and designs technical solutions for defense and security.,,Antennes & infrastructures RF,engineering / consulting · training · systems integration,Ingénierie & conseil · Formation & entraînement · Intégration de systèmes,"MoD / Armed Forces, Civil security, Defense primes, Export / international",AI / vision · 5G / wireless · RF / microwave · Lidar / Laser · cloud,IA / machine learning · 5G / réseaux radio mobiles · Communications RF / micro-ondes · Lidar / Laser · Cloud & cloud souverain,Potential engineering/consulting provider for MoD / Armed Forces — partner for related public procurement and industrial markets.,80,high
CHELTON,United-Kingdom,,https://www.chelton.com/,Provides engineering consultancy and designs technical solutions for defense and security.,,Antennes & infrastructures RF · Explosifs & matériaux énergétiques · Systèmes de guerre électronique (EW) · Réseaux militaires (5G/P-LTE/MANET),MCO / MRO · Certification / testing,MCO / MRO · Certification & tests,"MoD / Armed Forces, Defense prime contractors",Cloud · RF / microwave · GNSS / GPS · 5G / wireless,Cloud & cloud souverain · Communications RF / micro-ondes · GNSS / navigation satellite · 5G / réseaux radio mobiles,Potential MCO / MRO provider for MoD / armed forces — partner for public procurement and associated industrial markets.,80,medium
FT WIND SENSORS (FT Technologies),United-Kingdom,,http://fttechnologies.com/,Designs and manufactures the world's toughest solid-state Acu-Res® wind sensors for the harshest operational environments.,,Avionique & instruments embarqués,certification / testing · engineering / consulting · training · distribution / representation,Certification & tests · Ingénierie & conseil · Formation & entraînement · Distribution & représentation,"Civil security, Export / international",Lidar / Laser,Lidar / Laser,Distribution channel in the civil security market — partner for representing foreign brands and accessing the local industry network.,80,medium
PMW Dynamics,United-Kingdom,,http://www.pmwdynamics.com/,Designs and manufactures custom/bespoke/application-specific advanced electric motors for the aerospace industry.,,Servomoteurs & motion control précision · Drones aériens (UAV) · Satellites & CubeSats,certification / testing · distribution / representation,Certification & tests · Distribution & représentation,"Defense primes, Export / international",robotics / autonomy · simulation,Robotique & autonomie · Navigation inertielle · Simulation & VR/AR,Potential certification / testing service provider for defense primes — partner for public procurement and associated industrial markets.,80,medium
SANS Institute,United-Kingdom,,http://www.sans.org/,Trains and certifies cybersecurity professionals through hands-on courses and recognised GIAC certifications.,,"Cybersécurité (logiciels & appliances) · Mâts, signalisation & balisage",Training & instruction · Certification & accreditation,Formation & entraînement · Certification & tests,"MoD / Armed Forces, Defence industrials, Civil Security",Cybersecurity,Cybersécurité,"Defence cybersecurity training organisation, accredited to train military and government personnel — partner for team upskilling.",80,manual
Windracers,United-Kingdom,,http://www.windracers.com/,"Designs, manufactures, and operates long-range autonomous heavy-lift drones for defense and logistics missions.",Windracers ULTRA,Drones aériens (UAV),Drone operations · Payload delivery,Intégration de systèmes,"MoD / Armed Forces, Defense primes",Autonomy · Long-range heavy-lift drone,Robotique & autonomie,"British sovereign drone capability designer and operator — potential supplier for intelligence, logistics, and operational support missions.",80,manual
L&D Jet Techniek,Belgium,,https://ldtechnics.com/,"Designs and manufactures logistics equipment, tactical transport modules, and military palletized load systems.",Logistics equipment · Tactical transport modules · Military palletized load systems,Logistique militaire & transport · Pièces mécaniques & usinage,,,,LiDAR / Laser,Lidar / Laser,To be qualified — insufficient public data to reach a conclusion.,75,low
SPLENDOR tekstil d.o.o.,Croatia,,https://splendor-tekstil.hr/,"Designs and manufactures logistic equipment, tactical transport modules and military palletised assemblies.",logistic equipment · tactical transport modules · military palletised assemblies,Logistique militaire & transport,,,,cloud · RF / microwave,Cloud & cloud souverain · Communications RF / micro-ondes,To be qualified — insufficient public data to reach a conclusion.,75,low
EBERSPÄCHER CLIMATE CONTROL SYSTEMS INTERNATIONAL GMBH,Germany,,http://www.eberspaecher.com/,"Designs and manufactures military batteries, drone energy packs, and energy management modules.",military batteries · drone energy packs · energy management modules · batteries / power sources,Batteries & packs énergétiques · Groupes électrogènes & énergie tactique,,,,simulation,Navigation inertielle · Simulation & VR/AR,To be qualified — insufficient public data to reach a conclusion.,75,medium
